ID,collection_date,longitude,latitude
117,2024-07-10,4000791.02868184,2963117.87518104
118,2024-07-10,4004191.62803682,2951464.84092499
119,2024-07-27,4014957.52438052,2959542.86455442
120,2024-07-28,4024450.81810922,2961939.16324597
121,2024-07-30,4011264.86779614,2958228.64030347
122,2024-08-01,4002323.71158776,2960028.1905918
123,2024-07-20,4009026.62080875,2955258.57820169
124,2024-07-28,4029121.91943815,2960958.69076258
125,2024-07-18,4015160.27954444,2959809.2412662
126,2024-08-02,4013826.32781861,2960978.64716584
127,2024-07-23,4005321.10803797,2958875.17614914
128,2024-07-25,4007357.96701128,2963880.1110403
129,2024-07-12,3998555.29103242,2954152.40497858
130,2024-07-30,4016578.59067626,2959700.70688645
131,2024-07-23,4007329.8749015,2968019.36864065
132,2024-07-18,4010002.31705184,2956719.97111161
133,2024-08-05,4000914.53523285,2953606.2996338
134,2024-08-06,4011850.48944501,2958737.76343726
135,2024-08-04,4011717.59099364,2956440.36944086
136,2024-07-18,4013059.45882719,2959723.63014291
137,2024-08-05,4010822.96909324,2959232.25716359
138,2024-08-10,4012079.99955912,2959486.90796873
139,2024-08-04,4022208.4089673,2961923.83860802
140,2024-08-03,3999716.81334464,2952602.47319336
141,2024-08-06,3994037.02188527,2955670.11636121
142,2024-07-31,4010910.1596746,2953080.86616717
143,2024-08-08,4005145.55272836,2953083.36096674
144,2024-07-17,4006065.01477019,2952781.43820649
145,2024-07-22,4007010.26304879,2957847.28678392
146,2024-08-09,4017763.0539334,2972317.7903458
147,2024-08-05,4016040.2778947,2960179.91364306
148,2024-08-02,3997828.99291552,2955349.40722348
149,2024-08-05,4010549.99120941,2958435.29945362
150,2024-08-09,4025731.21623346,2961792.19329894
151,2024-08-14,4009023.1642371,2955454.64286915
152,2024-08-08,3997737.27286125,2943775.53529606
153,2024-08-06,4001514.12471175,2955039.2188453
154,2024-08-06,4016530.80202,2959069.93445154
155,2024-08-08,4035814.86483746,2961673.799412
156,2024-08-14,4013209.88974162,2957440.9482601
157,2024-08-11,4015168.4625513,2970761.46622209
158,2024-08-03,3995065.65917353,2943862.47207847
159,2024-08-11,4013162.23667291,2955495.40372965
160,2024-08-09,4015154.90779963,2959933.96527339
161,2024-08-12,4012009.80924482,2955419.24187895
162,2024-07-26,4007468.95800058,2955266.68435759
163,2024-08-10,4009411.32294408,2954934.96879272
164,2024-08-09,4022220.99247614,2965841.13215074
165,2024-08-13,4004203.67079267,2954307.25234073
166,2024-08-09,4008946.72604746,2955811.37594007
167,2024-08-12,3996537.84314755,2944039.70776036
168,2024-07-31,3998387.9504321,2954959.01429647
169,2024-07-31,4010657.79369393,2959018.81263689
170,2024-08-12,4012057.24459789,2955979.44283296
171,2024-08-12,4005583.1611082,2954665.50468875
172,2024-08-17,4002166.05324963,2951820.63183459
173,2024-08-15,3993819.43277717,2949217.76329942
174,2024-08-10,4012543.75210754,2955838.93813023
175,2024-08-02,4009556.36329452,2957851.1950837
176,2024-07-29,4023445.84664218,2962458.43353686
177,2024-08-12,4015540.54722982,2958465.95167458
178,2024-07-25,4010221.54697555,2958061.82714262
179,2024-08-16,4014386.50860295,2958392.66105142
180,2024-08-16,4003460.67851278,2954990.77994142
181,2024-08-17,4008478.02105201,2971940.81709226
182,2024-08-15,4012841.18792844,2971486.55452416
183,2024-08-20,4007772.45961414,2956809.59642709
184,2024-08-18,4003331.19926789,2956347.54333032
185,2024-07-31,4009349.68384256,2960372.19934053
186,2024-08-19,4007575.76455676,2969702.81286797
187,2024-08-15,4008799.01727028,2957973.05695424
188,2024-08-10,4010097.33579746,2957519.56897233
189,2024-08-18,4024082.62429154,2964471.78986249
190,2024-08-21,4016947.66628993,2959944.90099592
191,2024-08-19,4012697.63736221,2952284.50348644
192,2024-08-20,4013709.13083518,2955034.91634446
193,2024-08-20,3991522.22203467,2940342.66004712
194,2024-08-04,4013556.25184825,2955329.89590355
195,2024-08-14,4013155.72291042,2956550.86573882
196,2024-08-24,4007658.89561173,2962696.85166453
197,2024-08-22,4017584.59503053,2976204.94457834
198,2024-08-16,4010824.59970382,2958015.27755411
199,2024-08-21,4013447.27756337,2960911.23698638
200,2024-08-24,4010430.75872448,2953158.70650886
201,2024-08-20,3998358.22306004,2956016.62626518
202,2024-08-22,4010522.91665716,2957075.55088208
203,2024-08-12,4029868.30936157,2960711.67411631
204,2024-08-24,4008403.10820766,2954379.82040658
205,2024-08-28,3991438.36216261,2947311.59993781
206,2024-08-08,4012248.16711822,2960778.53460851
207,2024-08-16,3995327.15180656,2953715.70833135
208,2024-08-18,3999833.84754619,2953410.83342092
209,2024-08-04,4012202.11714337,2956929.82382144
210,2024-08-25,4004292.42292847,2953045.39145941
211,2024-08-25,4005123.24364714,2954831.37768446
212,2024-08-18,4010929.35777966,2960860.66102979
213,2024-08-27,4013686.74554006,2960792.53301686
214,2024-08-23,3994987.465018,2954462.13768235
215,2024-08-26,4004836.39940995,2956823.21983416
216,2024-08-30,4007593.30858359,2956013.69558278
217,2024-08-24,4006111.22404053,2958370.5392431
218,2024-08-18,4007914.16758502,2950725.08728501
219,2024-08-29,4009381.70277073,2957326.2774795
220,2024-08-10,4014911.8227469,2956070.34868744
221,2024-08-25,4004858.75753056,2951833.34802089
222,2024-08-31,4022245.17931311,2963358.62711721
223,2024-08-14,4008913.70432223,2967598.10025304
224,2024-08-28,4009095.017499,2954377.91537981
225,2024-08-31,3997212.54878178,2954013.77633198
226,2024-08-31,4011054.06464953,2955663.57267987
227,2024-08-26,3994149.91561417,2957072.59403397
228,2024-08-28,4026988.87462904,2962424.16731627
229,2024-09-03,3998809.00798368,2956587.27927837
230,2024-08-12,4006584.92559492,2957416.470679
231,2024-09-01,4014417.27128819,2972582.93834914
232,2024-08-31,3993213.69971204,2940303.42915488
233,2024-09-02,4025519.14418414,2959390.25659904
234,2024-08-29,3999685.75994235,2945644.83830465
235,2024-08-10,4015655.22179182,2959220.86113749
236,2024-08-20,4034611.2852038,2962397.46296232
237,2024-08-15,4010783.38639983,2959187.16589314
238,2024-08-18,4011845.37493071,2960922.50918985
239,2024-09-02,4010364.84248592,2953023.3556291
240,2024-08-31,3994913.05838298,2952127.66354042
241,2024-09-01,4033309.05301464,2961315.23324231
242,2024-09-02,4002547.55050172,2954293.22521943
243,2024-09-02,3994192.95680975,2944006.6483861
244,2024-08-21,4015637.57249933,2973297.78024713
245,2024-09-02,4026780.75672324,2962807.56516972
246,2024-09-02,4001078.13023452,2953888.61466387
247,2024-09-03,4013427.75707526,2954581.63761851
248,2024-08-21,4011314.29140952,2964428.79967736
249,2024-08-18,4010888.29390411,2970023.25417689
250,2024-09-03,4005856.63004802,2951655.74934536
251,2024-08-30,4012611.96466573,2960726.87139022
252,2024-09-04,4011183.526514,2958040.6154619
253,2024-09-01,4025538.04440437,2959187.80555998
254,2024-08-24,3990523.02418419,2952230.49526806
255,2024-09-01,4009703.75671744,2969244.62247834
256,2024-09-09,4002062.02207316,2969069.63476149
257,2024-09-02,3999423.54004571,2953429.4822627
258,2024-09-03,3998094.00751371,2954303.15015072
259,2024-08-14,4007160.90100168,2956462.27300703
260,2024-09-04,4013534.44796653,2960586.3409947
261,2024-09-04,4009093.37161813,2956277.92426569
262,2024-09-07,4006783.65613965,2956357.52376054
263,2024-09-06,4006833.76915355,2969735.75981635
264,2024-09-06,4009942.99359028,2954276.50975337
265,2024-08-19,4012670.91963775,2953934.99109079
266,2024-09-11,3991130.07733686,2956993.34711861
267,2024-08-22,4008724.36984512,2959124.50130839
268,2024-09-07,3990861.57380862,2954892.06040725
269,2024-09-12,4013962.5161902,2975470.75316452
270,2024-09-10,4010296.80471954,2956357.34802598
271,2024-09-03,4001836.66750339,2955244.0030439
272,2024-09-09,4007137.72632763,2958299.15454927
273,2024-09-06,3993847.74151263,2956768.10581869
274,2024-09-07,4002006.7889233,2952285.14156418
275,2024-09-09,4002679.20056758,2955276.61274962
276,2024-09-09,3996905.61859918,2945975.3905836
277,2024-09-08,4005965.47827938,2956484.80928322
278,2024-09-08,4013196.0619622,2949894.76985175
279,2024-09-09,3997722.71860417,2957225.68611427
280,2024-09-12,4012238.85914894,2958388.93980996
281,2024-09-10,4010167.52366087,2973986.04435563
282,2024-09-14,4025257.84869116,2960261.81618389
283,2024-09-04,3995814.12331427,2957718.61321489
284,2024-09-03,3997202.47380415,2945614.81557378
285,2024-08-23,4012562.85309755,2962129.94736491
286,2024-09-08,4005786.07816228,2952649.47292891
287,2024-09-12,4006624.02127019,2954298.96871357
288,2024-08-26,3987536.59939136,2951594.28375437
289,2024-09-12,4009144.9645216,2951345.37309785
290,2024-09-13,4008319.57134249,2952336.14876216
291,2024-09-05,4008570.45498478,2951315.55294488
292,2024-08-26,4008586.19727239,2951030.07336673
293,2024-09-13,3995104.25144995,2953094.61238337
294,2024-09-13,3999947.04494329,2955060.65560223
295,2024-08-27,4035533.59127287,2959274.61653003
296,2024-09-16,4000182.44080982,2970147.60538247
297,2024-09-03,4015193.92317383,2969851.25686057
298,2024-09-04,4008988.04457856,2955196.047857
299,2024-09-06,4004853.95507543,2954308.27847252
300,2024-09-12,4011825.80793198,2959696.69564363
301,2024-08-26,4022384.74046045,2963860.26776825
302,2024-09-12,3996838.31827525,2945298.68192972
303,2024-09-16,4012018.96446936,2972301.47710621
304,2024-09-11,4006661.17785503,2958020.22243609
305,2024-09-15,4004532.62568206,2953996.52786095
306,2024-09-07,3993752.64877513,2956293.82468906
307,2024-09-20,4035352.0628326,2961692.45471431
308,2024-08-28,4011657.05634961,2972123.51735965
309,2024-09-19,3989960.54675055,2942797.97100636
310,2024-09-15,4004686.1229853,2963583.66704242
311,2024-09-05,3993082.47022169,2956817.02095876
312,2024-09-17,3995535.23615428,2954201.76362023
313,2024-09-19,3993574.07565349,2956481.33845259
314,2024-09-09,4037206.14993306,2961349.70794842
315,2024-09-08,4016467.66323893,2963480.93836627
316,2024-09-21,4026408.33422485,2959180.82980195
317,2024-08-30,4010679.27198032,2959957.0109315
318,2024-09-22,4006659.12361188,2952053.41834762
319,2024-09-20,4022134.2301137,2961563.20714046
320,2024-09-18,4001248.0682363,2953613.58456385
321,2024-09-19,4008627.76229342,2952716.44433541
322,2024-09-15,4007405.02446868,2958656.62786023
323,2024-09-19,4005055.71576315,2959183.87419678
324,2024-09-08,3997512.05602966,2958391.67600856
325,2024-09-15,4012638.33808674,2968995.91541858
326,2024-09-03,4011574.64674366,2975088.92636842
327,2024-09-24,4006808.31157386,2957011.06752618
328,2024-09-18,4012120.23021789,2959468.39558629
329,2024-09-18,3989760.68445417,2951326.66021436
330,2024-09-07,4008140.22892736,2955663.77118105
331,2024-08-30,3992438.49212631,2956435.57664542
332,2024-08-31,4012661.19507705,2959046.0066661
333,2024-09-21,4013990.97490038,2958839.40503529
334,2024-09-18,4010518.87058185,2952405.29389181
335,2024-09-23,4004830.76907811,2954202.88167526
336,2024-09-11,3998783.00422206,2958457.40237409
337,2024-09-20,3996863.85501378,2956035.81960129
338,2024-09-02,3991055.11474486,2958099.6944652
339,2024-09-23,3989252.2457613,2960578.56074243
340,2024-09-10,4010853.84728894,2967735.87596441
341,2024-09-18,4023961.5761127,2961757.05421191
342,2024-09-11,4013208.92428485,2955991.54365598
343,2024-09-21,4004783.04348558,2969790.47413977
344,2024-09-03,4009317.5117177,2951915.31704127
345,2024-09-23,3993008.25931035,2957240.19448376
346,2024-09-24,4011093.23818664,2958735.19364981
347,2024-09-06,4012932.10961263,2956881.75306557
348,2024-09-11,4003268.43560495,2955934.57296068
349,2024-09-26,4011410.83491509,2956112.93153961
350,2024-09-23,4021833.40873985,2969199.86464445
351,2024-09-25,4003380.38752765,2984238.86943703
352,2024-09-21,4006472.67102177,2952607.71051622
353,2024-09-11,4022199.38162567,2960702.29717821
354,2024-09-23,4029180.14921487,2955584.16817183
355,2024-09-14,3997519.34953535,2944099.95015835
356,2024-09-23,4000101.28303492,2953525.50228382
357,2024-09-08,3995866.02846346,2943011.46235531
358,2024-09-24,4023699.64661122,2960534.53127212
359,2024-09-26,4002147.56026617,2940346.79947451
360,2024-09-26,4006763.54056185,2960466.44900396
361,2024-09-28,3998825.1152135,2956961.03963142
362,2024-09-29,4004048.16650851,2956001.03327877
363,2024-09-26,3997576.01587242,2956849.05114721
364,2024-09-08,4008092.4728846,2953945.08548957
365,2024-09-26,4001333.78828711,2952663.2859173
366,2024-09-28,4010080.34682773,2950421.91354621
367,2024-10-02,4028803.97504822,2959962.58258767
368,2024-09-25,4016427.68678986,2960691.23286953
369,2024-09-26,4011618.38593584,2956125.76906702
370,2024-09-26,4005555.22367383,2956447.42078381
371,2024-09-18,4009497.93963159,2951833.83049906
372,2024-09-10,4008887.13347213,2951789.28839118
373,2024-09-12,4011422.48584677,2952717.18568944
374,2024-09-26,4016889.19098522,2960544.36727014
375,2024-09-30,3996110.94618423,2956191.97294361
376,2024-09-25,3997484.56912024,2953333.39771107
377,2024-09-14,3999429.51321697,2960926.81401941
378,2024-09-11,4004497.20966323,2952850.45467277
379,2024-09-13,3998625.41735172,2955769.54061757
380,2024-09-18,4008555.69378086,2954535.64983638
381,2024-10-02,3992783.64412448,2956814.17769466
382,2024-09-07,3997372.13901299,2954800.77950908
383,2024-09-24,4005045.0408991,2956664.57953338
384,2024-09-24,4009410.23523496,2952401.79007479
385,2024-09-26,3992316.7696394,2938291.55319097
386,2024-09-30,3999419.17807919,2954545.96260521
387,2024-09-29,4007185.06705195,2956474.49755195
388,2024-09-28,4001155.25758141,2967170.05784112
389,2024-09-11,3997857.19461725,2968051.63636227
390,2024-09-25,3995705.83056776,2954606.91287097
391,2024-09-12,4004867.57692653,2963137.00631542
392,2024-10-02,4004852.25259691,2953069.02105679
393,2024-09-28,4025591.44678957,2961475.39509412
394,2024-10-01,4006548.53938706,2956179.75042813
395,2024-09-13,4009032.07280847,2971640.88254716
396,2024-09-30,4009265.0515517,2957864.88880752
397,2024-09-14,4001010.29885652,2945123.23498857
398,2024-09-16,4012032.39697553,2959376.37494771
399,2024-10-01,4013592.89926598,2959420.86859433
400,2024-09-18,4000713.3510379,2955894.92586374
401,2024-09-19,4014162.07807667,2959318.77597755
402,2024-09-29,4001666.7998127,2955947.86438419
403,2024-09-29,4003441.65449689,2958205.77912478
404,2024-10-01,3999629.06587807,2955432.80235027
405,2024-10-03,4013438.7404391,2976922.34035516
406,2024-10-01,4024237.29744645,2959491.20125586
407,2024-09-15,4012000.12262555,2960168.85991129
408,2024-09-29,4013069.10643564,2957828.65237763
409,2024-10-02,4009535.07634134,2950956.76199405
410,2024-10-01,3992611.94212395,2957487.21181672
411,2024-10-05,4009827.34258232,2952651.8547115
412,2024-10-03,4008986.12211176,2971566.94891857
413,2024-09-24,4006996.06947913,2959591.62251127
414,2024-10-08,4024537.59543749,2959396.77665409
415,2024-09-27,4026258.46929866,2963477.47586915
416,2024-09-27,4000827.62260229,2944217.35952493
417,2024-09-13,3997764.72874486,2957726.26124457
418,2024-09-23,3999709.3827287,2953437.04870619
419,2024-10-04,4013864.10520341,2971239.04225067
420,2024-10-08,4002456.91673731,2958636.89918962
421,2024-10-02,4036567.04146584,2965997.18735169
422,2024-10-07,4011188.20613788,2957494.85858669
423,2024-09-17,4007837.53452877,2953630.16731544
424,2024-10-03,4007680.03311179,2954902.7470758
425,2024-10-03,3995008.86066216,2957530.13334029
426,2024-09-16,4012203.22173702,2975420.3541432
427,2024-10-05,4007601.60762093,2962407.80155661
428,2024-10-05,4007980.08600142,2954720.92264088
429,2024-10-06,4005023.28224377,2956894.33545273
430,2024-10-07,3992867.48847761,2962746.43927335
431,2024-10-07,4018970.27162437,2966573.79025922
432,2024-10-09,3998635.11196883,2959139.960951
433,2024-10-05,3998133.8950153,2953923.54350702
434,2024-10-06,4006378.2671086,2952729.08900712
435,2024-10-10,3981809.29004783,2954942.97917714
436,2024-10-04,4010773.34435597,2977210.65828386
437,2024-09-21,4006057.94962234,2954904.6491871
438,2024-10-10,4037069.5328527,2967445.49944682
439,2024-10-11,4012959.25373183,2962113.11406509
440,2024-10-09,4024458.41248982,2961453.08452052
441,2024-09-22,4000893.92436727,2955511.54241102
442,2024-10-07,4012645.33203441,2958725.81000926
443,2024-10-08,4010711.87201263,2967510.26541439
444,2024-10-09,3999660.3321426,2957808.69362332
445,2024-10-07,3997203.49153316,2954280.83989429
446,2024-09-23,4010292.64035167,2965996.0526155
447,2024-10-06,3997768.16575463,2959331.36282018
448,2024-10-09,4006070.34870558,2951843.97152138
449,2024-10-05,4002514.55912357,2953140.92639845
450,2024-09-22,4014124.07303784,2957513.23450683
451,2024-09-20,4027372.86538889,2960887.17789374
452,2024-10-09,4013222.82965996,2958216.14616715
453,2024-10-07,4009042.41453104,2957741.81443314
454,2024-10-07,4015077.73792943,2975267.9127247
455,2024-10-02,4001572.5312161,2970664.98037353
456,2024-09-21,4011261.20232734,2959518.65077564
457,2024-10-09,4011013.60216344,2966806.35109532
458,2024-10-06,4007242.2621973,2957108.08145601
459,2024-10-10,4000399.90677136,2955423.96886976
460,2024-10-08,3998524.07603263,2959429.6362741
461,2024-10-10,4026309.23701986,2962417.29104527
462,2024-10-11,3993457.94500282,2957532.58787889
463,2024-09-22,4010102.52027841,2952240.48888656
464,2024-10-10,3999278.79475754,2955967.93574383
465,2024-10-06,4004272.2848782,2951125.71276564
466,2024-10-11,3988740.24911336,2942593.18657482
467,2024-10-03,4009986.94902718,2957983.94989996
468,2024-10-07,4009126.84316991,2968408.27363059
469,2024-10-10,4012772.67229759,2959329.67911844
470,2024-10-09,4010769.70309489,2952182.30793184
471,2024-09-18,3999490.42039016,2967544.50246284
472,2024-10-10,3994690.09959224,2957659.13386209
473,2024-10-04,4014262.94086016,2954741.97915718
474,2024-10-13,3992508.78774193,2955009.11526709
475,2024-10-13,4011475.43500757,2960126.03796591
476,2024-10-15,3992703.96679632,2961917.24343078
477,2024-10-13,4017855.97051635,2966422.3212824
478,2024-10-10,4004211.03149182,2955482.35293279
479,2024-10-15,4023400.23265756,2963443.24136562
480,2024-10-09,4008489.47385665,2951395.50121824
481,2024-10-14,4005696.04205424,2952590.88884274
482,2024-10-14,3990784.39270403,2956586.0769324
483,2024-10-16,4012770.96488025,2958735.6175423
484,2024-10-15,4021858.66908797,2963359.9414258
485,2024-10-05,3999243.4570048,2951766.22609006
486,2024-10-16,4000604.93585937,2951723.91204774
487,2024-10-11,4006741.07488156,2957373.63981337
488,2024-10-09,4009836.58541438,2959253.10833583
489,2024-10-14,4042758.35715577,2970356.11229627
490,2024-10-17,3996699.47962661,2954735.59945424
491,2024-10-02,4009329.59393098,2954805.43081192
492,2024-10-16,4010978.00818384,2951943.8031209
493,2024-10-15,4001824.47903151,2969329.23974357
494,2024-10-12,3997434.15020843,2939797.36178901
495,2024-10-04,4001767.0477561,2954965.4529432
496,2024-10-14,4019219.6107905,2965291.51573431
497,2024-10-14,4002042.29323959,2955358.88908704
498,2024-09-30,3999016.83261508,2954969.60232
499,2024-10-19,4031813.99934066,2961563.33049097
500,2024-10-16,4014021.19829695,2959511.19076865
501,2024-09-28,4011587.49284211,2957408.80322179
502,2024-10-05,4002200.2130589,2949821.59788884
503,2024-10-11,4011041.82932558,2978795.25634378
504,2024-10-15,4003145.84294895,2952232.9020699
505,2024-10-18,3994185.74283996,2956057.0828737
506,2024-10-18,4015116.81738113,2963404.50936757
507,2024-10-14,3998016.83951428,2955142.90388211
508,2024-10-01,3995647.55710659,2937937.93884257
509,2024-10-02,3999072.8649144,2957971.61131014
510,2024-10-17,4013260.64489641,2955234.96865335
511,2024-10-03,4025903.34551699,2959308.54620974
512,2024-10-14,4009415.41386588,2955202.20677169
513,2024-10-16,4011205.34411993,2958257.90949872
514,2024-10-17,4024065.89784916,2963092.03489536
515,2024-10-17,4023497.94022178,2962202.44833603
516,2024-10-09,4008798.86160034,2971418.66956127
517,2024-10-08,4000998.38995178,2955046.48245164
518,2024-10-18,4007013.41862857,2968388.24064653
519,2024-10-18,4034214.49197958,2968561.42071764
520,2024-10-02,4008280.22781753,2955736.55883019
521,2024-10-20,3998274.45981482,2957449.10455904
522,2024-10-18,4027722.69721539,2961879.24131921
523,2024-10-11,3997640.60679768,2953217.74740502
524,2024-10-08,4027256.95858743,2959564.08756223
525,2024-10-17,4001961.53025056,2952486.5353876
526,2024-10-18,4003998.88874692,2954657.22024886
527,2024-10-21,4011864.4550414,2973707.56823011
528,2024-10-01,4009178.67829729,2955441.86901845
529,2024-10-16,4024176.02021006,2960127.1980686
530,2024-10-03,3994363.23542343,2957726.44990961
531,2024-10-15,3999250.86786488,2959233.12646289
532,2024-10-19,3997822.84499573,2952645.21480405
533,2024-10-18,4017240.98081265,2971848.41244046
534,2024-09-29,4007315.03866642,2968325.1744994
535,2024-10-20,3994758.85574905,2957591.59358896
536,2024-10-20,3996144.57914542,2957561.58936839
537,2024-10-09,4009401.79495397,2951254.85920455
538,2024-10-18,3999603.98309919,2952717.06173826
539,2024-10-19,4008749.06617415,2969658.98455291
540,2024-10-19,4001173.85808821,2957009.51612252
541,2024-10-20,4011149.31094302,2957246.17743694
542,2024-10-19,4007981.75143573,2955544.19027301
543,2024-10-14,4004023.85700129,2952706.02951837
544,2024-10-01,4009821.70909546,2957715.34763637
545,2024-10-21,4020829.82870101,2977873.6467911
546,2024-10-23,4006139.5535979,2956790.87083697
547,2024-10-04,4030966.62625003,2961773.84972676
548,2024-10-19,4018734.57948376,2967037.66519205
549,2024-10-19,4007904.58859028,2968727.88558669
550,2024-10-14,4016205.27810406,2959531.41156178
551,2024-10-17,4026000.36192444,2959340.36779986
552,2024-09-29,4000813.2377375,2954743.10430687
553,2024-10-18,4023825.63838142,2959787.7053949
554,2024-10-21,3999123.78435168,2957331.92726056
555,2024-10-22,4017856.52859548,2971418.71145922
556,2024-10-19,4000865.92254039,2957307.88639309
557,2024-10-08,3984774.82040586,2970760.81500115
558,2024-10-20,4007898.1292371,2956131.30796372
559,2024-10-17,4001673.89988045,2955773.09030643
